row ID,row m/z,row retention time,row ion mobility,row ion mobility unit,row CCS,correlation group ID,annotation network number,best ion,auto MS2 verify,identified by n=,partners,neutral M mass,blank02.mzXML Peak area,blank06.mzXML Peak area,CQ04.mzXML Peak area,A27_3.mzXML Peak area,A23_1.mzXML Peak area,P49_1.mzXML Peak area,E05_3.mzXML Peak area,blank04.mzXML Peak area,A23_2.mzXML Peak area,E09_3.mzXML Peak area,A32_2.mzXML Peak area,P51_1.mzXML Peak area,A19_1.mzXML Peak area,E13_2.mzXML Peak area,E09_1.mzXML Peak area,E17_1.mzXML Peak area,E11_2.mzXML Peak area,P38_1.mzXML Peak area,P55_2.mzXML Peak area,P38_2.mzXML Peak area,A31_3.mzXML Peak area,P53_1.mzXML Peak area,A27_1.mzXML Peak area,E12_2.mzXML Peak area,P41_1.mzXML Peak area,A28_1.mzXML Peak area,E15_1.mzXML Peak area,A25_3.mzXML Peak area,A33_1.mzXML Peak area,P54_2.mzXML Peak area,blank03.mzXML Peak area,E04_3.mzXML Peak area,P55_3.mzXML Peak area,A34_3.mzXML Peak area,A21_1.mzXML Peak area,P54_1.mzXML Peak area,A31_2.mzXML Peak area,A22_2.mzXML Peak area,P37_3.mzXML Peak area,A30_1.mzXML Peak area,A30_2.mzXML Peak area,P41_3.mzXML Peak area,A30_3.mzXML Peak area,blank05.mzXML Peak area,A21_3.mzXML Peak area,P48_2.mzXML Peak area,E04_2.mzXML Peak area,E13_1.mzXML Peak area,A28_3.mzXML Peak area,P47_3.mzXML Peak area,E12_3.mzXML Peak area,CQ01.mzXML Peak area,A33_3.mzXML Peak area,E18_3.mzXML Peak area,A25_1.mzXML Peak area,P41_2.mzXML Peak area,A27_2.mzXML Peak area,P54_3.mzXML Peak area,E12_1.mzXML Peak area,A32_1.mzXML Peak area,E17_3.mzXML Peak area,A31_1.mzXML Peak area,E09_2.mzXML Peak area,P48_3.mzXML Peak area,P53_3.mzXML Peak area,P55_1.mzXML Peak area,P48_1.mzXML Peak area,CQ03.mzXML Peak area,A32_3.mzXML Peak area,blank01.mzXML Peak area,E11_3.mzXML Peak area,P49_2.mzXML Peak area,E05_1.mzXML Peak area,E18_1.mzXML Peak area,E18_2.mzXML Peak area,CQ02.mzXML Peak area,A22_3.mzXML Peak area,P51_3.mzXML Peak area,A23_3.mzXML Peak area,P49_3.mzXML Peak area,A25_2.mzXML Peak area,P37_1.mzXML Peak area,P38_3.mzXML Peak area,P37_2.mzXML Peak area,A33_2.mzXML Peak area,A22_1.mzXML Peak area,P47_2.mzXML Peak area,A20_2.mzXML Peak area,A34_2.mzXML Peak area,P51_2.mzXML Peak area,E04_1.mzXML Peak area,A20_1.mzXML Peak area,P53_2.mzXML Peak area,A21_2.mzXML Peak area,E15_3.mzXML Peak area,A19_2.mzXML Peak area,E17_2.mzXML Peak area,E11_1.mzXML Peak area,A28_2.mzXML Peak area,E15_2.mzXML Peak area,E05_2.mzXML Peak area,A19_3.mzXML Peak area,E13_3.mzXML Peak area,P47_1.mzXML Peak area,A20_3.mzXML Peak area,A34_1.mzXML Peak area,
6743,113.02386134003932,1.9842302,,,,,,,,,,,75536.04,40456.016,116900.625,66433.65,76871.38,27634.828,72086.586,65194.15,64870.875,22184.428,70321.125,69646.03,76955.72,70166.484,56409.64,147615.0,37314.098,75911.0,72179.91,72514.445,33960.535,40171.82,73183.76,70745.805,74944.82,73274.49,54853.344,67009.484,72240.8,70069.44,68408.32,55951.867,37749.49,23058.494,51910.26,98262.99,69989.48,48122.746,67687.1,57157.402,30088.188,71122.23,67930.26,1053358.4,66911.555,72362.734,72392.33,77027.414,70889.766,69754.17,56986.766,78018.89,67596.914,70105.25,74996.12,79265.34,73289.35,19569.99,76672.72,72719.8,50330.457,73258.01,80592.18,65110.273,29767.684,75461.9,72344.266,34439.27,33565.195,73366.16,68110.46,49399.797,76095.04,110436.92,40632.67,80882.03,68543.01,44862.746,56855.13,70479.875,71745.67,52134.33,70664.1,76042.87,71144.05,73673.09,75468.19,86175.28,70296.8,52441.76,65287.465,49360.914,40470.406,44161.055,70544.5,70761.85,76098.97,73721.85,52056.547,51447.895,82154.586,43207.977,48823.15,75480.66,69975.22,71444.48,
4833,113.03503200214507,1.1868777,,,,,,,,,,,1058.2146,27034.494,135113.23,779753.2,1006253.8,1123219.4,1836699.2,1051.4601,1195573.4,903371.44,887841.9,1376590.1,1266431.4,1298188.8,1698157.4,2127056.5,1929995.4,1406454.0,1365108.6,1575193.9,1098622.2,1227612.1,1031162.56,1784259.9,1259974.1,1267907.1,1921190.6,1102476.1,1028493.0,1376754.6,1438.5093,1069680.8,1503339.0,1257197.2,1024354.56,1387934.8,956050.9,1316971.5,1327112.1,872270.2,848585.4,1508511.9,986853.75,7576.2017,1504601.5,1206187.1,1869004.8,2167016.5,1350354.2,1315868.5,1921745.6,758011.25,1310024.1,2192505.0,831316.2,1331000.1,1144975.8,1562581.5,1791039.5,916916.8,2396423.0,929460.94,1676381.8,1309776.0,1459959.9,1334459.5,960569.7,257525.1,1071585.2,1006.448,2229097.2,1086627.8,1695487.6,1836389.4,2119493.2,463182.25,1548767.9,1632655.4,871438.06,1307536.8,940344.2,1023106.06,1763273.9,1090463.2,1094385.0,1248554.8,1294625.1,1015396.44,1031046.06,966078.25,1606253.0,879392.1,1070784.2,1283847.0,2368166.5,1428672.2,2136177.0,2105143.5,1278924.2,1945586.1,1732292.8,1781263.9,2297441.2,1255437.0,1083722.0,1009307.56,
4527,113.06012189390287,1.1152066,,,,,,,,,,,203434.64,188186.23,328441.78,83405.45,125019.95,62187.33,70433.01,194181.62,79654.5,75261.32,56445.79,140247.06,94668.73,120475.22,154670.11,424716.06,164044.89,90151.68,59058.207,76950.56,117265.336,154104.67,88374.57,76604.66,80551.06,77917.1,77847.22,84970.336,99535.29,158642.02,205039.89,55434.94,52455.523,74837.305,62878.574,202463.61,65800.74,71354.195,108119.836,60391.492,135778.64,133511.48,41857.48,180743.05,119330.8,132843.03,61778.45,62319.402,68088.39,80062.92,123541.83,66953.11,157278.44,116501.71,145345.52,128794.945,149539.83,114916.02,113638.79,95877.31,66367.31,64272.688,76083.51,103037.28,94222.13,130677.76,76855.375,216586.55,96956.61,212385.64,133378.02,28467.154,101787.92,173729.06,44975.812,176525.39,2168255.0,39204.805,169325.06,36703.227,128441.22,50274.87,91099.59,146017.9,115653.375,130212.35,115470.414,64101.973,138938.1,84895.0,113121.0,131290.69,107430.875,118258.375,102855.51,78897.49,111424.55,58872.895,137019.9,78928.84,79319.51,177391.42,95080.875,128421.7,59633.938,50785.668,
100,113.06019914574567,0.12820674,,,,,,,,,,,2629145.0,2310886.8,3536117.0,2169018.2,2323033.2,2432927.8,2061345.2,2430147.0,2157650.2,2050915.4,2201348.2,2335672.2,2314319.2,2180608.0,2364686.5,5133064.0,2296845.2,2315184.8,151597.47,2200517.2,2157483.5,2361259.5,2338467.8,2226313.2,2351864.0,2354592.2,2319223.2,2270364.8,2273600.2,2134428.5,2502387.2,2130599.0,173603.02,2121271.0,2277764.8,3022645.0,2119871.2,2437709.5,2095536.6,2335316.8,2257674.2,2200315.8,2135590.5,2416402.5,2218308.2,2155270.8,2147372.5,2314227.5,2083489.6,2081440.8,2293574.0,2665797.2,2231766.5,2312952.5,2363425.8,2363142.2,2158889.0,2268548.0,2396902.5,2293233.0,2183577.5,2271052.8,2330177.8,2274708.2,2354252.5,182441.88,2316891.5,2770713.8,2152864.0,2595262.5,2184879.0,2263657.2,2314143.5,3457166.0,2226609.8,2690535.2,148818.62,2182415.8,2176737.5,2201718.8,2160738.5,2323116.2,2202419.8,2631880.2,2103476.0,2317045.8,2312551.2,2544281.5,2168146.8,2210438.2,2297878.5,2292371.5,2156164.5,2140938.2,2204721.5,2143207.0,2198004.0,2362045.8,2321383.5,2241491.0,2352835.2,2138693.0,2203180.8,2376307.8,2097162.0,2239356.0,
7216,113.06022853599885,3.27334,,,,,,,,,,,175110.11,154427.25,234618.39,141051.97,162747.98,181377.06,148359.23,159219.81,146030.69,136262.69,160745.14,159316.25,161664.7,73216.805,159100.44,346869.1,163652.39,159064.77,207644.94,153726.31,148616.81,162996.9,161426.3,155126.83,149788.4,160062.78,165207.77,156554.03,155834.89,152110.67,169947.78,149048.19,2445158.8,151393.88,153562.53,222636.52,133543.08,175321.92,149111.28,148924.45,161075.7,151487.0,148201.14,162432.19,151742.58,145292.58,100116.62,160090.19,151372.1,146719.23,148482.73,189326.77,147819.28,157925.64,145033.31,170548.89,147655.84,142885.05,155222.72,160301.17,149258.88,158209.9,158093.08,155440.48,154746.27,213425.05,157269.8,191382.83,140216.02,176608.31,139940.02,179309.39,159664.0,247220.9,153485.8,188227.81,147046.45,153480.47,148750.92,157315.67,152843.17,156373.83,148135.45,196013.98,148737.12,158478.69,163224.72,179844.9,153147.4,142915.95,152916.75,160934.94,129304.42,150595.77,150279.47,153776.14,154770.14,159053.39,165339.44,150105.55,165356.86,150624.73,142902.95,159196.8,146846.16,148803.62,
7707,113.0602310622524,4.0869865,,,,,,,,,,,141289.36,126457.266,173990.14,117397.016,121235.08,144333.9,108292.01,138010.55,125521.82,112454.75,93244.46,128462.02,131807.52,124248.086,130199.016,228912.14,125225.49,129022.47,2350367.8,95174.875,115574.195,133071.77,107301.375,124298.07,133932.38,126120.42,108338.21,95770.96,126630.34,120888.03,145940.39,120347.83,167342.88,87448.664,125515.2,175700.89,94585.336,95969.39,89457.08,119729.6,72526.266,85075.18,118465.93,130697.34,119791.06,130228.555,114116.73,125934.88,89866.516,115777.24,125662.27,155504.44,95274.086,85347.78,132133.73,134797.02,124409.03,124891.89,100132.3,125280.82,117339.58,126076.24,136870.47,126534.32,93905.52,2525818.5,126212.875,161053.16,86960.7,149953.38,120765.99,134730.22,132066.89,194546.22,117009.83,45243.227,95416.305,119761.91,118515.13,129956.18,92828.164,122884.23,119527.38,153107.83,80005.83,88896.86,132729.27,146328.36,82526.945,122937.93,129293.28,128162.23,125269.336,88833.09,117111.04,120751.05,125985.18,91803.58,134619.1,130385.45,135274.62,103890.914,115791.3,133709.12,117177.19,125853.164,
9663,113.09659324480842,4.9244103,,,,,,,,,,,1149.6506,5660.411,5689.517,8186.9297,11360.232,11155.6455,299484.8,1044.8804,315268.34,7096.247,342637.0,6170.704,8296.012,10526.147,7669.166,20354.957,356546.6,7808.903,340649.34,330178.3,351346.12,453659.7,9945.508,320477.3,10757.481,12733.449,10247.774,350534.75,387571.53,311724.4,2423.151,13442.642,367701.53,331628.75,6960.3726,458940.78,310305.38,401359.4,343973.7,13019.888,360417.28,343647.7,329301.78,2892.3496,353918.8,318559.62,328331.06,12786.267,315223.88,302563.12,364250.44,6080.925,355793.3,352527.97,7546.6963,369451.2,337730.9,346435.4,17930.129,10764.446,334446.3,12206.723,358235.5,348221.97,399774.9,7974.839,9987.221,4460.934,342541.84,1036.2933,349719.47,343152.38,8848.634,17361.182,324939.8,4360.626,334414.38,336744.2,10087.117,323302.0,331172.16,420349.0,338248.8,445518.66,331467.28,9890.711,344777.88,400713.5,317591.1,9371.627,11292.373,8422.796,343859.47,324270.25,325406.0,320208.34,325324.38,12665.921,372630.03,343362.56,382372.34,337166.4,366773.25,12305.649,313346.94,7538.723,
29,113.96415116229329,0.115624055,,,,,,,,,,,1.2304758E7,1.08041E7,5117485.5,572719.1,8245606.0,8276351.5,7813159.0,1.2120163E7,7795071.0,593506.1,7880256.0,8320741.5,8802491.0,7272450.5,8388309.0,3045806.0,7804886.0,8506785.0,7456496.5,7714120.0,7915210.0,7935700.0,8504956.0,7454131.0,8600312.0,8381953.0,8146514.5,7925989.5,8311650.5,7929567.0,1.2550979E7,583343.06,7710743.0,7717734.5,8667863.0,7735341.5,7811490.0,7927456.5,7819434.0,8279031.5,7921518.0,8048417.0,7836374.5,1.179126E7,8240074.5,7782274.0,7809336.5,8330552.5,7813812.5,7680090.0,7763808.5,9283919.0,8022708.0,7995572.0,8399006.0,7864155.0,7857181.5,7908364.5,8126575.0,8352104.0,7809640.0,8372312.0,7756750.5,7752758.0,7548640.5,8141219.5,8455581.0,9217610.0,7983107.5,1.2104946E7,7755208.5,7424104.0,8561982.0,7161335.5,8066971.5,9627455.0,7878424.5,7767812.0,8579666.0,7658418.5,7692827.0,8644529.0,7695033.5,7823217.0,7807664.0,8619637.0,7768017.5,7856123.0,7840437.0,8312368.5,8454094.0,8601088.0,7950321.5,7953663.0,7870955.0,7802600.5,7813958.5,8280904.5,7877259.5,7729519.0,7854318.5,7710636.5,7789434.0,8388794.0,7802476.0,8162967.0,
799,113.96417862626899,0.5570389,,,,,,,,,,,828707.1,875034.1,246544.31,8672869.0,606735.4,534656.3,495325.4,791595.5,498616.8,8560541.0,520117.6,553297.06,623222.56,546496.8,595935.0,203646.88,533664.75,641765.5,493036.5,522166.78,512102.28,558446.56,597023.75,505094.84,606928.0,597078.8,572970.56,528773.94,522723.8,495788.88,1161415.1,8475980.0,524375.1,497279.4,631839.7,547734.6,506627.4,517583.44,505225.88,593734.56,541002.25,502492.7,504822.53,1073268.8,511964.2,509515.6,543409.2,597988.9,503295.66,496663.62,492625.53,631889.3,509969.22,493342.62,593453.7,549802.25,475771.44,522768.1,578931.2,577004.0,520282.56,549770.8,523301.53,490132.5,531031.1,608578.2,617716.0,587850.5,525237.8,758207.3,477090.2,511390.34,605801.7,499354.88,523819.4,634512.9,496091.2,503438.8,571544.56,502837.1,502875.88,606693.06,490307.1,544464.06,535775.44,618337.75,531776.06,553079.9,520772.78,563568.25,594646.9,632449.2,528675.56,512027.78,521335.0,510235.1,502223.16,586835.06,543946.7,541407.2,536883.56,518410.47,515583.34,594349.4,478389.1,573397.75,
3725,114.05537332433414,0.9017174,,,,,,,,,,,60981.58,116338.91,1398812.4,2176768.0,2153472.8,2475961.8,2286070.8,63236.27,2304787.5,2162567.2,2270467.0,2378612.2,1910594.0,2227422.5,2310139.0,2440684.0,2401541.8,2014380.2,2350543.5,2334090.0,2419403.2,2350143.0,2185880.0,2438714.8,2256682.8,2309393.5,2390521.5,2544617.0,2347899.8,2355884.5,54482.37,2291137.5,2440663.0,2450514.2,2003369.6,2401567.5,2421084.2,2178178.5,2411311.8,2409468.2,2406076.2,2444209.2,2478752.2,76014.19,2389277.5,2377193.2,2296298.5,2437726.0,2399879.5,2386866.0,2429753.8,1857704.6,2396487.5,2527521.8,2220047.2,2304651.2,2343947.5,2504677.8,2360629.5,2320953.2,2469038.5,2436447.0,2338807.8,2450105.0,2439531.8,2327132.5,2256466.5,1555113.4,2421870.0,65264.37,2546159.8,2384379.5,2077426.5,2386534.2,2475935.8,1717664.0,2347559.2,2468185.5,2246083.2,2573214.5,2296913.2,1958936.0,2457375.0,2276849.0,2315254.2,1993516.4,2331940.2,2231398.5,2241759.8,2258206.2,2086737.9,1892674.2,2283384.0,2271027.5,2578675.2,2316197.2,2345489.8,2414429.5,2391589.5,2331554.8,2209196.8,2465021.2,2455100.5,2360326.0,2337646.2,2366394.0,
3219,114.06664232539902,0.8371682,,,,,,,,,,,31468.28,249236.17,1248837.6,4984538.0,5648156.5,6154242.0,6550783.5,54075.51,6389168.0,5204227.5,6358625.5,6059649.0,4209670.5,5629526.0,5809225.0,4188388.0,6340802.0,4661417.5,6198185.0,6025196.0,6160817.5,6088663.5,5897301.0,7081942.0,5052421.0,6168174.5,6394338.5,6332297.0,6126546.5,5971271.5,56024.61,5663425.5,5953902.5,6721223.5,5006046.0,4626573.5,6617190.0,6305039.0,7192009.5,5742281.5,5758002.5,6509427.5,6506843.5,118217.15,6210830.5,6315100.0,6371901.5,6361238.0,6447739.0,5957552.5,6340010.5,2053288.2,6107606.0,6730548.0,5689578.0,5423990.0,6653755.5,5891880.5,6526589.0,6451909.5,7201933.5,6393541.0,5827356.0,6005398.5,6238418.5,5580749.5,5280150.0,1332895.6,6757154.5,26912.988,7158978.0,6127198.5,5390600.5,4897349.5,6400514.5,1526963.2,7499671.0,7011282.0,5501146.0,6672550.0,6634120.0,4479513.5,6616475.5,5460568.5,6195060.5,5600453.5,5939792.5,5853250.5,5967958.5,5589145.5,5191788.0,5085182.5,5644250.5,6314025.5,6973161.0,6647861.0,6379165.5,6116975.0,6374012.0,6330043.0,6023533.5,7395429.5,6720317.0,5687388.0,6697632.0,6266723.5,
93,114.06668877364507,0.13552989,,,,,,,,,,,953067.0,4827803.5,50591.562,220273.61,191465.05,229347.12,220241.73,1185865.0,211150.47,226964.58,209047.0,220126.22,87067.72,216859.73,217477.95,111287.32,205828.44,176668.53,256229.53,215554.38,209461.0,220776.64,212015.06,222070.92,198933.03,209544.95,230409.84,218968.95,232667.0,228128.53,804697.3,255845.69,236947.86,230648.95,166559.05,155878.72,224194.16,213341.66,237139.88,223888.12,219839.34,268790.12,258493.14,2246199.2,210993.1,250453.12,225249.27,204142.12,194124.53,208134.22,202118.27,31688.256,227849.52,213112.3,189527.83,212035.16,250775.81,222288.86,212150.05,234856.45,266324.28,228070.42,193780.4,207161.8,226917.14,225177.62,203376.23,52246.98,244287.89,1153103.6,254055.81,202217.78,188085.92,142446.03,218498.34,46889.375,234209.28,246197.08,120609.59,220981.52,216627.81,126974.305,230487.28,161570.47,237084.44,170191.86,210921.03,189072.72,206070.0,233773.86,168668.31,150840.5,212053.9,208906.19,246638.58,231159.98,222786.44,219425.64,211014.11,220437.19,201161.62,251114.83,210528.52,218898.83,221332.23,232985.19,
9178,114.0918088561479,4.7986054,,,,,,,,,,,3682123.0,3414090.5,4153726.5,3008512.8,3354234.8,3577355.8,3070651.5,3590980.8,3007589.5,3045763.2,3151794.2,3479214.0,3459300.5,3214473.0,3388716.5,4671076.5,3175120.8,3392350.0,2968414.0,3082689.2,3060260.5,3478857.0,3346761.2,3028875.5,3473109.8,3372868.0,3494789.0,3145362.8,3373675.8,3037495.8,3684221.2,3008703.5,3127510.2,3559190.0,3316835.5,3227009.0,2941266.8,3150255.2,2978611.0,3378932.8,3133773.2,3117769.8,3011040.2,3580697.2,3149752.0,2998954.0,3030142.2,3511984.0,3062467.0,3057296.5,3104824.0,3713270.0,3088150.2,3195249.2,3399110.0,3216538.5,2991033.5,3174122.5,3443321.2,3530529.2,3095991.2,3523906.0,3157714.8,3173746.0,3209172.8,3331340.2,3415436.5,3394613.5,3036542.8,3688778.2,3087763.5,3181983.2,3437464.8,3269710.8,3047675.0,3617305.2,2957037.2,3051154.5,3027185.0,3010793.2,3018599.5,3480799.5,3051379.5,3191155.2,2946260.8,3329775.0,3165698.5,3210802.0,3148360.8,3114527.2,3404289.0,3418881.8,2984268.5,3022200.0,3095301.2,3045929.0,3176190.0,3442204.8,3124989.0,3216456.8,3199989.5,3483648.0,3120504.2,3391257.8,3029237.8,3509639.8,
9661,114.12818854791735,4.9207325,,,,,,,,,,,12230.041,10550.76,307884.34,586131.7,857431.1,624448.9,552623.2,25113.748,877763.6,528575.56,803677.56,660595.94,675904.4,582415.5,715507.25,370354.8,719653.7,786024.44,562702.6,857070.1,778794.1,763406.44,943082.1,706443.4,682900.44,899990.56,777252.5,765120.0,834193.4,734041.25,23094.152,474844.9,537849.1,765849.0,787277.2,618243.0,783757.94,729335.94,701657.44,858351.0,811475.9,649006.3,802646.94,27304.996,820437.56,617910.2,568903.06,703817.44,852730.7,719286.0,677609.44,496920.2,757484.9,693611.3,804463.6,599238.1,933118.4,738887.0,735645.75,822276.0,636261.94,814082.0,647248.8,590007.9,697193.6,597528.6,619480.9,349969.2,759901.7,10025.415,712103.4,569883.4,577500.75,527545.56,693421.7,404613.66,753136.44,613389.06,601339.1,524002.47,802834.2,701707.7,804515.3,628159.25,752848.2,778332.1,725494.0,723254.2,793252.06,584083.0,553218.3,806485.9,623299.2,838724.44,696867.6,756072.7,668439.8,759400.8,824796.44,741603.06,517447.28,723031.1,638424.1,770946.0,829509.5,813790.9,
2422,114.89359753698838,0.78281105,,,,,,,,,,,0,0,199809.16,654588.4,550502.3,660072.1,628685.44,0,626493.7,673643.4,677023.56,727670.1,627227.9,648180.0,642095.2,467111.3,535602.44,668159.5,826298.44,696987.0,675724.2,617496.7,671646.94,601392.2,743665.7,699306.6,607901.56,712552.2,628882.56,758087.06,0,621405.06,847617.25,669882.2,687775.1,701982.3,681009.0,777348.06,710187.56,680974.25,633523.2,684220.75,718421.0,0,756382.7,713859.1,654969.9,672685.9,662104.3,693433.94,603281.6,615948.3,647453.75,642225.75,708832.44,695808.1,691925.44,761247.6,583186.25,755931.75,592861.44,650594.06,630576.25,681849.25,654295.94,828167.0,688540.1,519091.16,694890.1,0,615411.0,565057.06,590460.9,673924.25,640978.2,702085.1,692202.94,702745.9,562063.3,662763.0,709552.1,695336.8,665814.4,659651.56,668788.2,677603.7,643110.75,703597.4,590679.25,686252.9,629966.0,672914.06,621409.56,736549.2,645212.56,656975.4,550237.7,668821.4,705536.75,620564.3,585558.6,658710.5,679282.2,707032.0,734158.25,659270.4,
4545,115.0393842051816,1.1551974,,,,,,,,,,,80780.36,373119.84,98118.18,180932.97,146915.58,94502.9,45181.68,81362.34,201379.23,209876.4,57176.047,258682.92,1463397.1,262234.72,150423.31,88837.2,160454.12,20213.264,181777.47,204957.14,195070.52,257013.2,145077.47,279215.0,37678.32,120520.87,144359.7,236086.14,189716.4,287877.3,70837.46,322634.9,60810.836,243145.64,142130.55,149313.66,261925.11,208923.12,208035.3,69879.99,272085.0,133584.36,286471.8,123052.22,157897.17,297808.66,69714.305,252728.52,210558.14,225292.23,137078.25,76066.86,302527.03,241474.1,122168.77,176916.25,226376.31,347748.97,119088.07,98700.336,272255.97,157490.95,227639.92,263223.6,342152.22,75108.52,224110.47,37179.59,224488.19,56330.703,245539.8,194178.92,2627124.2,27391.363,226000.22,29617.48,336663.44,267386.88,75449.5,241785.16,200647.84,81547.61,228136.02,185520.33,206628.8,110326.266,144116.92,218237.62,131628.78,127251.22,46180.27,14837.81,254010.58,136290.1,214431.44,197274.92,270222.1,80085.41,38901.31,266275.75,238935.5,247704.28,287726.84,180648.38,246631.47,127991.734,
325,115.03946049989267,0.17917986,,,,,,,,,,,878274.25,4462830.0,1133914.5,3962488.0,2684348.5,290595.75,4238669.5,900373.4,3853244.8,4166545.0,3456349.2,295752.06,119717.984,3444160.5,244072.1,221312.98,278277.25,166463.5,339391.53,3753194.8,4089153.5,3516606.2,2908677.5,311352.47,239097.78,2953045.0,288219.4,4246892.0,3417027.8,352629.75,764773.9,4316530.0,338643.62,4257670.0,2007540.9,191634.03,4052506.0,3047180.5,4239563.0,3307789.0,3544476.5,4273941.0,4212413.0,137221.72,4227317.0,353410.66,314627.4,3330432.0,4041741.2,4107530.2,323284.62,83757.484,4258173.5,343658.44,2769639.8,273892.88,4006089.8,367493.38,267420.0,3270712.2,354641.4,3365679.5,252418.66,330878.28,4384623.5,276438.25,295426.03,839704.75,4239973.5,858095.1,354842.88,270133.75,239110.98,176804.84,308298.78,859592.6,4221191.5,351446.22,4108395.5,337075.56,3903149.2,137613.03,4410512.0,2796592.5,4022149.0,2361158.2,3614654.5,2941068.2,3428516.2,3568796.0,185596.61,1771870.6,4047979.2,3770449.2,328170.03,3675979.5,305324.12,271102.84,3358826.0,293990.12,3169167.8,4364068.5,4169926.2,3179688.2,4119730.2,3449371.2,
7163,115.03945896270912,3.1466103,,,,,,,,,,,57505.82,281211.12,81980.086,281323.34,195850.78,3349107.0,311692.28,41794.22,284199.1,298160.78,254985.25,3484070.5,124324.18,252292.45,2924716.0,3066908.2,3554926.8,1924006.1,3921768.8,301050.22,289478.38,255149.34,214734.67,4132178.8,2765587.8,210596.28,3436978.5,299561.12,239666.42,4044582.2,17444.146,304354.22,4305505.5,320770.47,157691.53,2587364.2,291374.4,236786.98,318221.78,243928.61,260835.11,334288.5,299444.1,99231.91,315328.12,4160526.5,3846550.2,261985.28,302884.8,322960.94,4142724.8,889240.5,305293.94,4514556.5,197841.28,3207607.8,271872.94,4322792.5,3387427.0,235079.89,4333172.0,223293.9,3303018.8,4281753.5,306397.38,3125613.8,3313131.2,69981.08,303353.9,63720.195,4328193.5,3461386.5,209846.89,2554365.0,4083889.2,78483.54,294426.44,4257751.0,275690.56,4212677.5,206903.84,1585669.9,345272.1,214433.33,282733.97,179393.58,274370.84,208225.61,253208.16,268971.72,2178883.8,102832.695,309493.56,280137.78,4318874.0,268902.78,3702813.8,3094211.0,251938.53,3604901.5,248707.48,317780.5,323470.8,241520.48,298231.38,252332.69,
6701,115.03946998712554,1.9045267,,,,,,,,,,,65414.23,300452.34,88159.92,282873.28,193040.31,242874.19,321662.44,68824.34,281295.12,302312.3,251946.17,246955.44,112691.055,254770.05,207239.36,51585.344,262894.44,142933.47,294359.03,279451.62,301022.66,266792.84,208339.47,307956.44,196134.45,214123.83,248912.83,313701.66,244917.75,291532.44,25945.848,311742.78,310496.22,311967.06,149811.03,183140.22,301719.5,226447.83,311705.34,239126.05,257204.52,316007.6,314766.03,1581333.0,305834.4,316536.94,289640.16,251309.53,297118.16,300521.62,307990.03,70829.695,307776.4,344810.28,194800.5,247918.77,294874.44,308571.53,251842.34,239736.92,333734.06,244952.88,245639.31,311826.88,321386.88,225559.86,236276.97,57683.8,310437.2,66348.836,315624.9,255811.34,189232.89,188622.72,294703.6,69430.32,311799.62,302268.7,302109.16,309723.6,288972.9,117614.23,325672.88,202211.14,302032.03,170283.94,266117.1,218851.3,254569.88,255577.22,160407.62,128952.78,304524.8,282830.2,317541.84,266146.1,274863.1,220513.17,246815.73,265681.97,240875.3,317866.12,307955.16,233369.39,300913.25,249808.14,
4757,115.05064996888208,1.1728202,,,,,,,,,,,12579.043,58202.41,406004.8,852589.6,974949.06,1252868.6,1443716.4,23518.682,1204485.1,864155.8,970495.25,1162019.6,758579.4,1967882.4,1221206.0,1982314.5,2790416.8,1137620.6,1200459.5,1334006.8,1116998.2,1159192.4,828060.8,2153141.5,1080234.0,1064128.4,1530554.1,1137052.1,968958.4,1094377.0,25794.293,1163295.1,1365507.5,1197428.0,779282.75,1179786.4,980374.56,1012613.1,1237453.0,1010566.4,1014565.4,1412235.4,1240703.6,5405.616,1232246.6,1198233.9,1695554.6,3356146.2,1212299.2,1223512.6,2455394.2,739530.4,1163783.6,1765962.4,798743.44,1174990.1,1006083.1,1284219.6,2155233.8,990957.2,2235567.2,1063372.1,1242346.6,1259348.5,1320384.9,1246928.6,1010771.4,431594.1,1218074.1,15044.632,3318607.0,1198912.6,1334694.2,1582517.8,1702131.1,542827.8,1219977.9,1408837.2,1013883.4,1419177.0,984231.94,815151.7,1587573.5,1018509.4,1005122.9,857383.0,1315758.8,914229.3,934755.3,929303.94,1383537.1,698241.75,1034201.56,1062982.0,1994101.9,1047398.44,2042779.1,3108499.2,1108973.0,1548215.4,1320309.1,1277434.6,3392522.2,1253165.6,1004032.6,921595.4,
